Account Code,Actual,Fund,Department,Division,Function,Cost Center
450010,0,6100,91,910,91,0000
450012,-1026503.76,6100,91,910,91,0000
450705,-48262.08,6100,91,910,91,0000
450706,-11128,6100,91,910,91,0000
453100,0,6100,91,910,91,0000
489000,0,6100,91,910,91,0000
511001,504985.71,6100,91,910,91,0000
511003,237.47,6100,91,910,91,0000
511004,425.58,6100,91,910,91,0000
511010,8998.11,6100,91,910,91,0000
512001,37551.4,6100,91,910,91,0000
512002,35326.27,6100,91,910,91,0000
512005,25672.86,6100,91,910,91,0000
512012,4818.58,6100,91,910,91,0000
512014,62475,6100,91,910,91,0000
512018,0,6100,91,910,91,0000
512024,23546.88,6100,91,910,91,0000
521001,44291.57,6100,91,910,91,0000
521004,5163.96,6100,91,910,91,0000
521008,0,6100,91,910,91,0000
521009,0,6100,91,910,91,0000
522001,0,6100,91,910,91,0000
523001,8545.48,6100,91,910,91,0000
523002,25571.66,6100,91,910,91,0000
524001,10092.53,6100,91,910,91,0000
524003,0,6100,91,910,91,0000
524004,0,6100,91,910,91,0000
528001,37358.59,6100,91,910,91,0000
528502,2496,6100,91,910,91,0000
528503,0,6100,91,910,91,0000
528504,0,6100,91,910,91,0000
528505,3092.17,6100,91,910,91,0000
571001,-543.36,6100,91,910,91,0000
571002,1035.92,6100,91,910,91,0000
571004,0,6100,91,910,91,0000
436000,0,6100,91,911,91,0000
436001,0,6100,91,911,91,0000
450010,0,6100,91,911,91,0000
450503,0,6100,91,911,91,0000
450707,0,6100,91,911,91,0000
460000,-190627.33,6100,91,911,91,0000
486000,-42598.03,6100,91,911,91,0000
488012,-42602.3,6100,91,911,91,0000
489000,-333923.5,6100,91,911,91,0000
498001,-45000,6100,91,911,91,0000
499100,0,6100,91,911,91,0000
499101,0,6100,91,911,91,0000
511001,0,6100,91,911,91,0000
512008,0,6100,91,911,91,0000
512010,170351,6100,91,911,91,0000
512011,0,6100,91,911,91,0000
512014,0,6100,91,911,91,0000
512024,0,6100,91,911,91,0000
521002,40887.14,6100,91,911,91,0000
521003,8428.93,6100,91,911,91,0000
521004,0,6100,91,911,91,0000
521005,33139.99,6100,91,911,91,0000
521007,0,6100,91,911,91,0000
521009,0,6100,91,911,91,0000
521013,0,6100,91,911,91,0000
524001,63.39,6100,91,911,91,0000
524009,225463.05,6100,91,911,91,0000
525001,779518,6100,91,911,91,0000
528005,110305.38,6100,91,911,91,0000
528013,0,6100,91,911,91,0000
528201,3885.96,6100,91,911,91,0000
528202,0,6100,91,911,91,0000
573001,13532.57,6100,91,911,91,0000
574001,0,6100,91,911,91,0000
574005,708014.66,6100,91,911,91,0000
574006,0,6100,91,911,91,0000
574008,2349404,6100,91,911,91,0000
581091,0,6100,91,911,91,0000
611101,0,6100,91,911,91,0000
614101,0,6100,91,911,91,0000
616101,0,6100,91,911,91,0000
711101,2885393.07,6100,91,911,91,0000
712101,3307097.81,6100,91,911,91,0000
712201,0,6100,91,911,91,0000
712202,6200,6100,91,911,91,0000
498601,0,6100,91,911,99,0000
498619,-229880,6100,91,911,99,0000
498639,0,6100,91,911,99,0000
498641,0,6100,91,911,99,0000
800110,0,6100,91,911,99,0000
800410,574310,6100,91,911,99,0000
800610,0,6100,91,911,99,0000
800611,6274422,6100,91,911,99,0000
800622,0,6100,91,911,99,0000
482482,0,6100,91,912,91,0000
489000,-1100,6100,91,912,91,0000
511001,804651.36,6100,91,912,91,0000
511003,3129.66,6100,91,912,91,0000
511004,0,6100,91,912,91,0000
512001,58476.78,6100,91,912,91,0000
512002,55359.93,6100,91,912,91,0000
512005,40233.07,6100,91,912,91,0000
512014,203088,6100,91,912,91,0000
512024,42122.06,6100,91,912,91,0000
521001,6819.6,6100,91,912,91,0000
521002,0,6100,91,912,91,0000
521004,9739.12,6100,91,912,91,0000
521007,0,6100,91,912,91,0000
521008,8654.75,6100,91,912,91,0000
522001,15045.56,6100,91,912,91,0000
523001,24772.79,6100,91,912,91,0000
523002,288.28,6100,91,912,91,0000
524001,48398.22,6100,91,912,91,0000
528001,0,6100,91,912,91,0000
528012,51.63,6100,91,912,91,0000
528502,20743.83,6100,91,912,91,0000
528504,375.6,6100,91,912,91,0000
528505,330.06,6100,91,912,91,0000
614101,86939,6100,91,912,91,0000
616101,0,6100,91,912,91,0000
450315,900,6100,91,913,91,0000
450316,0,6100,91,913,91,0000
482482,0,6100,91,913,91,0000
511001,192674.68,6100,91,913,91,0000
511002,0,6100,91,913,91,0000
511003,1652.5,6100,91,913,91,0000
511004,1132.18,6100,91,913,91,0000
511008,0,6100,91,913,91,0000
512001,14000.83,6100,91,913,91,0000
512002,13333.87,6100,91,913,91,0000
512005,9690.46,6100,91,913,91,0000
512014,375925,6100,91,913,91,0000
512024,84198.83,6100,91,913,91,0000
521001,13056.84,6100,91,913,91,0000
