Account Code,Actual,Fund,Department,Division,Function,Cost Center
450037,0,6260,90,900,90,0000
450304,0,6260,90,900,90,0000
450306,-33262.75,6260,90,900,90,0000
450307,-112150,6260,90,900,90,0000
450308,-125859.94,6260,90,900,90,0000
450309,-20750,6260,90,900,90,0000
450310,-4250,6260,90,900,90,0000
450313,-172841.5,6260,90,900,90,0000
450318,-48290.5,6260,90,900,90,0000
450320,-18150,6260,90,900,90,0000
450351,0,6260,90,900,90,0000
450519,0,6260,90,900,90,0000
450602,0,6260,90,900,90,0000
460000,-1240,6260,90,900,90,0000
486000,0,6260,90,900,90,0000
488003,-79163.06,6260,90,900,90,0000
488014,0,6260,90,900,90,0000
489000,-31384.99,6260,90,900,90,0000
499100,0,6260,90,900,90,0000
499101,0,6260,90,900,90,0000
511001,159371.93,6260,90,900,90,0000
511002,0,6260,90,900,90,0000
511004,0,6260,90,900,90,0000
511010,422.52,6260,90,900,90,0000
512001,11358.66,6260,90,900,90,0000
512002,10993.81,6260,90,900,90,0000
512005,7989.74,6260,90,900,90,0000
512010,36444,6260,90,900,90,0000
512011,0,6260,90,900,90,0000
512012,1204.78,6260,90,900,90,0000
512014,25962,6260,90,900,90,0000
512020,0,6260,90,900,90,0000
512024,9293.67,6260,90,900,90,0000
521001,253315.64,6260,90,900,90,0000
521002,0,6260,90,900,90,0000
521004,5443.43,6260,90,900,90,0000
521006,23172.88,6260,90,900,90,0000
521008,0,6260,90,900,90,0000
521009,0,6260,90,900,90,0000
522001,2226.29,6260,90,900,90,0000
522002,21560.25,6260,90,900,90,0000
522003,16752.4,6260,90,900,90,0000
522004,1584.11,6260,90,900,90,0000
523001,7810.85,6260,90,900,90,0000
523002,1718.9,6260,90,900,90,0000
524001,21072.83,6260,90,900,90,0000
524003,447.79,6260,90,900,90,0000
524005,387.4,6260,90,900,90,0000
524009,1575.48,6260,90,900,90,0000
524101,38197.48,6260,90,900,90,0000
525001,20069,6260,90,900,90,0000
528001,208,6260,90,900,90,0000
528502,25479.32,6260,90,900,90,0000
528504,0,6260,90,900,90,0000
528505,1769,6260,90,900,90,0000
528506,0,6260,90,900,90,0000
528507,0,6260,90,900,90,0000
528508,176009.03,6260,90,900,90,0000
528510,38955.22,6260,90,900,90,0000
528512,0,6260,90,900,90,0000
528514,0,6260,90,900,90,0000
528522,32110.86,6260,90,900,90,0000
571001,841.02,6260,90,900,90,0000
571002,234.46,6260,90,900,90,0000
571004,0,6260,90,900,90,0000
571999,0,6260,90,900,90,0000
574006,0,6260,90,900,90,0000
574008,0,6260,90,900,90,0000
711101,0,6260,90,900,90,0000
712101,0,6260,90,900,90,0000
498101,-392594,6260,90,900,99,0000
800627,313296,6260,90,900,99,0000
450512,-125448.9,6260,90,901,90,0000
511001,51945.78,6260,90,901,90,0000
511003,95757.42,6260,90,901,90,0000
511004,141.21,6260,90,901,90,0000
512001,10962.35,6260,90,901,90,0000
512002,3619.92,6260,90,901,90,0000
