Account Code,Actual,Fund,Department,Division,Function,Cost Center
450037,0,6260,90,900,90,0000
450304,0,6260,90,900,90,0000
450306,0,6260,90,900,90,0000
450307,0,6260,90,900,90,0000
450308,0,6260,90,900,90,0000
450309,0,6260,90,900,90,0000
450310,0,6260,90,900,90,0000
450313,0,6260,90,900,90,0000
450318,0,6260,90,900,90,0000
450320,0,6260,90,900,90,0000
450351,0,6260,90,900,90,0000
450519,0,6260,90,900,90,0000
450602,0,6260,90,900,90,0000
460000,0,6260,90,900,90,0000
486000,0,6260,90,900,90,0000
488003,0,6260,90,900,90,0000
488014,0,6260,90,900,90,0000
489000,0,6260,90,900,90,0000
499100,0,6260,90,900,90,0000
499101,-22178,6260,90,900,90,0000
511001,35902,6260,90,900,90,0000
511002,0,6260,90,900,90,0000
511004,-967,6260,90,900,90,0000
511010,1217,6260,90,900,90,0000
512001,4085,6260,90,900,90,0000
512002,3161,6260,90,900,90,0000
512005,2492,6260,90,900,90,0000
512010,0,6260,90,900,90,0000
512011,0,6260,90,900,90,0000
512012,0,6260,90,900,90,0000
512014,0,6260,90,900,90,0000
512020,1275,6260,90,900,90,0000
512024,0,6260,90,900,90,0000
521001,11813,6260,90,900,90,0000
521002,0,6260,90,900,90,0000
521004,-1979,6260,90,900,90,0000
521006,17265,6260,90,900,90,0000
521008,500,6260,90,900,90,0000
521009,-3640,6260,90,900,90,0000
522001,16950,6260,90,900,90,0000
522002,-800,6260,90,900,90,0000
522003,-14650,6260,90,900,90,0000
522004,0,6260,90,900,90,0000
523001,-20000,6260,90,900,90,0000
523002,1281,6260,90,900,90,0000
524001,2679,6260,90,900,90,0000
524003,-800,6260,90,900,90,0000
524005,1984,6260,90,900,90,0000
524009,-1000,6260,90,900,90,0000
524101,-21394,6260,90,900,90,0000
525001,0,6260,90,900,90,0000
528001,0,6260,90,900,90,0000
528502,20700,6260,90,900,90,0000
528504,-500,6260,90,900,90,0000
528505,1410,6260,90,900,90,0000
528506,0,6260,90,900,90,0000
528507,0,6260,90,900,90,0000
528508,-4750,6260,90,900,90,0000
528510,-32750,6260,90,900,90,0000
528512,0,6260,90,900,90,0000
528514,0,6260,90,900,90,0000
528522,10870,6260,90,900,90,0000
571001,118,6260,90,900,90,0000
571002,233,6260,90,900,90,0000
571004,0,6260,90,900,90,0000
571999,0,6260,90,900,90,0000
574006,0,6260,90,900,90,0000
574008,0,6260,90,900,90,0000
711101,160000,6260,90,900,90,0000
712101,-160000,6260,90,900,90,0000
498101,0,6260,90,900,99,0000
800627,0,6260,90,900,99,0000
450512,0,6260,90,901,90,0000
511001,0,6260,90,901,90,0000
511003,4741,6260,90,901,90,0000
511004,3311,6260,90,901,90,0000
512001,0,6260,90,901,90,0000
512002,0,6260,90,901,90,0000
512005,0,6260,90,901,90,0000
512014,2102,6260,90,901,90,0000
512024,0,6260,90,901,90,0000
511001,-50091,6260,90,902,90,0000
511002,0,6260,90,902,90,0000
